17大类,商品名,L1_code,L1_名称,L2_code,L2_名称,L3_code,L3_名称,L4_code(叶),L4_名称(叶),叶子状态,归类性质,匹配方式,置信度
油漆涂料,DELUXHICOVER-浅色,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,high
油漆涂料,DELUXHICOVER-深色调,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,high
油漆涂料,DELUXUNIGUARD-深色调,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,med
油漆涂料,DELUXUNIGUARD-白色、浅色和中色,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,med
油漆涂料,DELUXWeatherGuard-白色、浅色和中色,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,high
油漆涂料,DELUX超值乳液（30公斤）,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,med
油漆涂料,FASTAFASTA合成珐琅（干燥30分钟）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY2KPU稀释剂,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY2K汽车稀释剂T-204,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY2K环氧厚浆底漆，带硬化剂(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY2K环氧煤焦油底漆(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY2K聚氨酯搪瓷（4+1+1=6L）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.005,聚氨酯涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY2K聚氨酯防滑地板涂料(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.005,聚氨酯涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY5年木纹漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYAQUASTOP-防水剂,17,防水,17.002,防水涂料,(待生成),硅基防水憎水剂  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
油漆涂料,GALAXYCR泳池漆,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYETCH底漆2K带固化剂和稀释剂(4+1+1=6L),18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYHEAT-耐铝材500°C,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYHEAT-耐高温铝200°C,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYHICHEM2K透明加硬剂和稀释剂(4+1+1=6l),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,low
油漆涂料,GALAXYNC透明光泽,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYNC透明哑光,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYPVA地板/屋顶涂料,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXYSUPERLUX乙烯基丝绸低光泽/哑光内墙涂料,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXYSUPERLUX防水外墙涂料,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY专业内墙底漆,18,涂料化工,18.002,墙地面,18.002.002,基层加固,18.002.002.003,界面剂,现有,语义推测,语义分类,med
油漆涂料,GALAXY专业室内/室外亚克力墙面饰面漆,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY专业救生员外墙涂料,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY专业救生员外部底漆,18,涂料化工,18.002,墙地面,18.002.002,基层加固,18.002.002.003,界面剂,现有,语义推测,语义分类,med
油漆涂料,GALAXY专业救生员室内/室外亚克力墙面饰面,18,涂料化工,18.001,涂料,18.001.004,外墙涂料,18.001.004.001,普通外墙涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY两件装环氧地坪带硬化剂（4+1=5L）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY乳胶底漆密封底涂（外部）,18,涂料化工,18.002,墙地面,18.002.002,基层加固,18.002.002.003,界面剂,现有,语义推测,语义分类,med
油漆涂料,GALAXY保护粒状GNG,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,(待生成),防滑颗粒添加剂  ← 新建,新补,语义推测,语义推测·需建新叶,new
油漆涂料,GALAXY减速剂,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY划线材料(25公斤)),18,涂料化工,18.003,有机化学品,18.003.004,马路标线涂料,18.003.004.001,马路标线涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY合成清漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY合成清漆哑光/透明/色调,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY塑料乳液深色漆,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY塑料乳液漆,18,涂料化工,18.001,涂料,18.001.002,内墙涂料,18.001.002.001,内墙涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY平醇酸磁漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY快速风干珐琅,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY数控染色,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY数控砂光密封机,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY木底漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY标准稀释剂-T-201,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY氯化橡胶底漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.006,复合树脂涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY氯化橡胶稀释剂T-205,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY沥青铝,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.011,沥青涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY洗屏剂,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY海洋底漆,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY海洋底漆2K带固化剂(4+1+1=6L),18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY海洋防污剂黑/蓝/红,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY海洋顶层甲板珐琅,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY海洋顶层甲板珐琅漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY清漆浅橡木/桃花心木/柚木,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY灰泥腻子（内饰）,18,涂料化工,18.002,墙地面,18.002.009,腻子粉,18.002.009.001,内墙腻子,现有,语义推测,语义分类,med
油漆涂料,GALAXY灰泥腻子（外部）,18,涂料化工,18.002,墙地面,18.002.009,腻子粉,18.002.009.002,外墙腻子,现有,语义推测,语义分类,med
油漆涂料,GALAXY烘干稀释剂T-207,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY烤瓷釉,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY环氧2K搪瓷加硬稀释剂(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧2K泳池漆加硬加稀释(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧云母氧化铁涂料（4.1+1+1=6L）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧固化剂,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY环氧地坪涂料[基础4LTR+硬化剂1LTR+稀释剂1LTR],18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧富锌涂料（4+1+1=6L）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧树脂RLN地坪涂料[BASE4LTR+2LTR硬化剂],18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧树脂SLF2000地坪涂料[基料5KG+硬化剂2.75KG+彩包0.35+二氧化硅9KG}=17.1KG,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧树脂地板密封剂[基础4LTR+硬化剂1LTR+稀释剂1LTR],18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧水箱涂层（4.1+1+1=6L）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧煤焦油涂料（4.1+1+1=6L）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧磷酸锌底漆加硬化剂（4+1+1=6L）,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY环氧稀释剂-206,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY环氧铬酸锌底漆加硬化剂(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.004,环氧涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY珐琅,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY矿物松节油T-200,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,med
油漆涂料,GALAXY磷酸锌底漆,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY粘合消解剂,18,涂料化工,18.002,墙地面,18.002.002,基层加固,18.002.002.003,界面剂,现有,语义推测,语义分类,low
油漆涂料,GALAXY红氧化底漆防锈漆,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY缓速剂,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.013,溶解液,现有,语义推测,语义分类,low
油漆涂料,GALAXY聚氨酯1K光泽-透明,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.005,聚氨酯涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY聚氨酯2K光泽，含固化剂和稀释剂r(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.005,聚氨酯涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY聚氨酯2K哑光，含固化剂和稀释剂(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.005,聚氨酯涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY聚氨酯HB涂层-用于地板、油罐(4+1+1=6L),18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.005,聚氨酯涂料,现有,语义推测,语义分类,high
油漆涂料,GALAXY超光,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY通用底漆,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.007,其他涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY铁锈转换剂,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY铝银,18,涂料化工,18.003,有机化学品,18.003.001,油性涂料,18.003.001.001,醇酸涂料,现有,语义推测,语义分类,med
油漆涂料,GALAXY铬酸锌底漆,18,涂料化工,18.001,涂料,18.001.005,涂料其它,18.001.005.001,防腐涂料,现有,语义推测,语义分类,high
